,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
p_pain[3371],0.78,0.044,0.701,0.862,0.0,0.0,12522.0,5378.0,1.0
p_pain[3372],0.214,0.057,0.107,0.321,0.001,0.0,11172.0,4517.0,1.0
p_pain[3373],0.232,0.059,0.136,0.355,0.001,0.0,11199.0,4726.0,1.0
p_pain[3374],0.493,0.055,0.391,0.598,0.0,0.0,12522.0,5938.0,1.0
p_pain[3375],0.977,0.014,0.951,0.997,0.0,0.0,11429.0,5452.0,1.0
p_pain[3376],0.925,0.028,0.872,0.974,0.0,0.0,11691.0,5228.0,1.0
p_pain[3377],0.396,0.059,0.29,0.511,0.001,0.0,11875.0,5512.0,1.0
p_pain[3378],0.592,0.051,0.496,0.685,0.0,0.0,13104.0,6578.0,1.0
p_pain[3379],0.081,0.038,0.024,0.157,0.0,0.0,11061.0,4504.0,1.0
p_pain[3380],0.839,0.04,0.764,0.91,0.0,0.0,12120.0,5210.0,1.0
p_pain[3381],0.839,0.04,0.764,0.91,0.0,0.0,12120.0,5210.0,1.0
p_pain[3382],0.232,0.059,0.136,0.355,0.001,0.0,11199.0,4726.0,1.0
p_pain[3383],0.52,0.054,0.422,0.625,0.0,0.0,12695.0,6106.0,1.0
p_pain[3384],0.366,0.06,0.261,0.485,0.001,0.0,11698.0,5472.0,1.0
p_pain[3385],0.493,0.055,0.391,0.598,0.0,0.0,12522.0,5938.0,1.0
p_pain[3386],0.989,0.008,0.975,0.999,0.0,0.0,11342.0,5436.0,1.0
p_pain[3387],0.895,0.034,0.829,0.951,0.0,0.0,11844.0,5205.0,1.0
p_pain[3388],0.592,0.051,0.496,0.685,0.0,0.0,13104.0,6578.0,1.0
p_pain[3389],0.932,0.027,0.881,0.977,0.0,0.0,11657.0,5245.0,1.0
p_pain[3390],0.948,0.023,0.904,0.985,0.0,0.0,11578.0,5471.0,1.0
p_pain[3391],0.797,0.043,0.721,0.879,0.0,0.0,12402.0,5228.0,1.0
p_pain[3392],0.977,0.014,0.951,0.997,0.0,0.0,11429.0,5452.0,1.0
p_pain[3393],0.104,0.043,0.034,0.188,0.0,0.0,11069.0,4533.0,1.0
p_pain[3394],0.081,0.038,0.024,0.157,0.0,0.0,11061.0,4504.0,1.0
p_pain[3395],0.678,0.048,0.584,0.761,0.0,0.0,13166.0,5718.0,1.0
p_pain[3396],0.882,0.035,0.814,0.943,0.0,0.0,11896.0,5293.0,1.0
p_pain[3397],0.962,0.019,0.928,0.992,0.0,0.0,11512.0,5491.0,1.0
p_pain[3398],0.214,0.057,0.107,0.321,0.001,0.0,11172.0,4517.0,1.0
p_pain[3399],0.966,0.018,0.934,0.994,0.0,0.0,11489.0,5452.0,1.0
p_pain[3400],0.286,0.06,0.178,0.403,0.001,0.0,11353.0,4858.0,1.0
p_pain[3401],0.925,0.028,0.872,0.974,0.0,0.0,11691.0,5228.0,1.0
